,dates,previous_close_DOT,close_DOT,sentiment_DOT,previous_volume_DOT
1,2022-01-02,0.2858358192443848,0.2973116683959961,0.5164060346987831,0.03049232407
2,2022-01-03,0.2973116683959961,0.3010510063171386,0.4922125728632808,0.03032883074
3,2022-01-04,0.3010510063171386,0.2877773094177246,0.5100166005080883,0.0289326263
4,2022-01-05,0.2877773094177246,0.2679614067077637,0.519473959363273,0.02080742171
5,2022-01-06,0.2679614067077637,0.2676082229614258,0.5287960379254405,0.02382484175
6,2022-01-07,0.2676082229614258,0.2492523956298828,0.5387587087488415,0.02521342761
7,2022-01-08,0.2492523956298828,0.2402912902832031,0.4985127256651906,0.02350202788
8,2022-01-09,0.2402912902832031,0.246273193359375,0.387780704244287,0.0147881323
9,2022-01-10,0.246273193359375,0.2378005981445312,0.5271002076690903,0.01603968712
10,2022-01-11,0.2378005981445312,0.2554393005371094,0.5125353408039356,0.03251043299
11,2022-01-12,0.2554393005371094,0.2731949424743652,0.4170256419932661,0.01918790089
12,2022-01-13,0.2731949424743652,0.2582888984680175,0.5047411563841626,0.02915711373
13,2022-01-14,0.2582888984680175,0.2771286392211914,0.4859778395301278,0.05405054869
14,2022-01-15,0.2771286392211914,0.277368335723877,0.4012985639918772,0.06159630996
15,2022-01-16,0.277368335723877,0.2766512870788574,0.3031941707430971,0.08917081506
16,2022-01-17,0.2766512870788574,0.2572735214233398,0.5047334097909781,0.06091648732
17,2022-01-18,0.2572735214233398,0.251689281463623,0.5057822000019916,0.03888179752
18,2022-01-19,0.251689281463623,0.2412955284118652,0.5055934170882079,0.03414422602
19,2022-01-20,0.2412955284118652,0.2298488616943359,0.5064142219499136,0.04624508717
20,2022-01-21,0.2298488616943359,0.1964629364013672,0.4952779094036713,0.04843725549
21,2022-01-22,0.1964629364013672,0.1822985649108886,0.4697166563479006,0.02991599976
22,2022-01-23,0.1822985649108886,0.1882877540588378,0.2732205384272053,0.02842317183
23,2022-01-24,0.1882877540588378,0.1803674888610839,0.481084443027721,0.02800444854
24,2022-01-25,0.1803674888610839,0.1834864616394043,0.2919015989203413,0.03351498659
25,2022-01-26,0.1834864616394043,0.1807683944702148,0.5735171059239527,0.02588253411
26,2022-01-27,0.1807683944702148,0.1813481140136718,0.5256237904063712,0.02973163194
27,2022-01-28,0.1813481140136718,0.1833958053588867,0.4593887593013289,0.02960951225
28,2022-01-29,0.1833958053588867,0.1871024131774902,0.5408813684136125,0.03657663583
29,2022-01-30,0.1871024131774902,0.1817252731323242,0.4822321349605022,0.0199870942
30,2022-01-31,0.1817252731323242,0.1942054557800293,0.2192334778480687,0.02540474629
31,2022-02-01,0.1942054557800293,0.1961420440673828,0.5151220668826697,0.02228986208
32,2022-02-02,0.1961420440673828,0.1879689788818359,0.4961571711535497,0.02658383686
33,2022-02-03,0.1879689788818359,0.1881250762939453,0.5198313310037862,0.04685307862
34,2022-02-04,0.1881250762939453,0.2042466354370117,0.4880851155500876,0.04858842246
35,2022-02-05,0.2042466354370117,0.2136698913574218,0.5060392136062604,0.03387079061
36,2022-02-06,0.2136698913574218,0.2190333557128906,0.4117960399265398,0.02622835076
37,2022-02-07,0.2190333557128906,0.2236450958251953,0.4180785074853079,0.03038407999
38,2022-02-08,0.2236450958251953,0.2168914794921875,0.5309976725038804,0.04736654531
39,2022-02-09,0.2168914794921875,0.2193041229248047,0.4361051261654336,0.03446396914
40,2022-02-10,0.2193041229248047,0.2063505363464355,0.4954256799017557,0.04203061885
41,2022-02-11,0.2063505363464355,0.1896244239807129,0.4472208144543868,0.04060334812
42,2022-02-12,0.1896244239807129,0.1881874084472656,0.4080902932400163,0.0456246656
43,2022-02-13,0.1881874084472656,0.1883148574829101,0.5474123085972302,0.04947621076
44,2022-02-14,0.1883148574829101,0.1871475410461426,0.3670312300773204,0.03550653217
45,2022-02-15,0.1871475410461426,0.2014467620849609,0.4923137909386028,0.05407907535
46,2022-02-16,0.2014467620849609,0.1980115509033203,0.5138633914304549,0.05274752208
47,2022-02-17,0.1980115509033203,0.1810992050170898,0.5461077109612641,0.042925469
48,2022-02-18,0.1810992050170898,0.1784569931030273,0.6580977725645569,0.01992921511
49,2022-02-19,0.1784569931030273,0.1789225959777832,0.5003284069151773,0.03466759116
50,2022-02-20,0.1789225959777832,0.1693050956726074,0.4547546971404635,0.06056666198
51,2022-02-21,0.1693050956726074,0.161921215057373,0.5239269852434193,0.03721239427
52,2022-02-22,0.161921215057373,0.1656427574157714,0.5224765432755145,0.05770512363
53,2022-02-23,0.1656427574157714,0.1600956916809082,0.4852285136822861,0.07502138162
54,2022-02-24,0.1600956916809082,0.1617091751098632,0.5221548219730057,0.04724242062
55,2022-02-25,0.1617091751098632,0.1725030517578125,0.3456273559462756,0.03470266685
