,dates,sentiment,pre_volu_eth,close_eth,previous_close_eth
1,2021-01-02,0.1298328925910992,0.19740771179,0.7745349731445312,0.7303675537109375
2,2021-01-03,0.233336663618721,0.45200463368,0.9755076904296877,0.7745349731445312
3,2021-01-04,0.4903352776957463,0.56945985763,0.10402330322265625,0.9755076904296877
4,2021-01-05,0.5035483390621593,0.41535932781,0.1100006103515625,0.10402330322265625
5,2021-01-06,0.5672677615825392,0.44699914188,0.12071121826171875,0.1100006103515625
6,2021-01-07,0.5249612633133123,0.4046802728,0.12256781005859375,0.12071121826171875
7,2021-01-08,0.5053480074653136,0.44334826666,0.12241971435546875,0.12256781005859375
8,2021-01-09,0.5533620263395241,0.33233105361,0.12810772705078124,0.12241971435546875
9,2021-01-10,0.4950409980106056,0.40616938053,0.12622467041015625,0.12810772705078124
10,2021-01-11,0.5043878432182668,0.607336303,0.10901453857421875,0.12622467041015625
11,2021-01-12,0.540311709955286,0.37494601692,0.10434345703125,0.10901453857421875
12,2021-01-13,0.5010040309167948,0.30109792795,0.11307393798828125,0.10434345703125
13,2021-01-14,0.5486315044384192,0.33410915929,0.12184530029296875,0.11307393798828125
14,2021-01-15,0.5195644188265776,0.3597203931,0.11718345947265625,0.12184530029296875
15,2021-01-16,0.4689892798143041,0.32319240157,0.123353759765625,0.11718345947265625
16,2021-01-17,0.5538445871609032,0.29258032819,0.12301722412109375,0.123353759765625
17,2021-01-18,0.5112053145203775,0.2581745556,0.1257279541015625,0.12301722412109375
18,2021-01-19,0.5099752207850988,0.4719593519,0.13772958984375,0.1257279541015625
19,2021-01-20,0.633798150738991,0.46784030909,0.13822740478515624,0.13772958984375
20,2021-01-21,0.5867553436746223,0.45932464754,0.11215709228515625,0.13822740478515624
21,2021-01-22,0.5292613607175142,0.43918338506,0.123651220703125,0.11215709228515625
22,2021-01-23,0.516655557199464,0.27253895441,0.12309906005859375,0.123651220703125
23,2021-01-24,0.5034464896238817,0.36418163554,0.1391609375,0.12309906005859375
24,2021-01-25,0.3332847431285779,0.43565777745,0.1324414794921875,0.1391609375
25,2021-01-26,0.7154645207463256,0.4157291775,0.135705810546875,0.1324414794921875
26,2021-01-27,0.5052716843783855,0.3939441699,0.12531871337890624,0.135705810546875
27,2021-01-28,0.3158932340966663,0.34637234789,0.13324921875,0.12531871337890624
28,2021-01-29,0.5150861706833593,0.53611955259,0.13825228271484374,0.13324921875
29,2021-01-30,0.4925065544898332,0.30616574234,0.1376115478515625,0.13825228271484374
30,2021-01-31,0.5591137802958002,0.25198853581,0.13149862060546874,0.1376115478515625
31,2021-02-01,0.5166895661194768,0.2921067092,0.136904052734375,0.13149862060546874
32,2021-02-02,0.4997922740845721,0.45437142801,0.15151937255859374,0.136904052734375
33,2021-02-03,0.3911586300197345,0.41874566399,0.16609095458984374,0.15151937255859374
34,2021-02-04,0.543522421958731,0.44396871836,0.15947626953125,0.16609095458984374
35,2021-02-05,0.5246594387017789,0.40108628454,0.171865087890625,0.15947626953125
36,2021-02-06,0.5332576408992851,0.39873420648,0.16778468017578124,0.171865087890625
37,2021-02-07,0.556728721431635,0.39889440151,0.1614227783203125,0.16778468017578124
38,2021-02-08,0.4710533539069882,0.48012285956,0.17466168212890626,0.1614227783203125
39,2021-02-09,0.4993538661157275,0.44180727529,0.17680350341796874,0.17466168212890626
40,2021-02-10,0.5302276179107678,0.41916084617,0.1744243408203125,0.17680350341796874
41,2021-02-11,0.4543754986766651,0.36021495262,0.17837979736328125,0.1744243408203125
42,2021-02-12,0.529854609478199,0.37905036865,0.18435325927734372,0.17837979736328125
43,2021-02-13,0.5355024064075573,0.35359490535,0.181410986328125,0.18435325927734372
44,2021-02-14,0.5154605090771309,0.314391149,0.18050841064453124,0.181410986328125
45,2021-02-15,0.4211131016661278,0.38955610883,0.1779791015625,0.18050841064453124
46,2021-02-16,0.5955295151860613,0.34269369268,0.17810675048828126,0.1779791015625
47,2021-02-17,0.5294590586912137,0.35955412703,0.1848458251953125,0.17810675048828126
48,2021-02-18,0.5163408962437377,0.28255902969,0.193744921875,0.1848458251953125
49,2021-02-19,0.4870871569055193,0.26268814253,0.1960164794921875,0.193744921875
