,dates,sentiment,pre_volu_eth,close_eth,previous_close_eth
1,2021-01-02,0.6491644629554961,0.19740771179,0.7745349731445312,0.7303675537109375
2,2021-01-03,1.1666833180936051,0.45200463368,0.9755076904296877,0.7745349731445312
3,2021-01-04,2.451676388478732,0.56945985763,0.10402330322265625,0.9755076904296877
4,2021-01-05,2.517741695310797,0.41535932781,0.1100006103515625,0.10402330322265625
5,2021-01-06,2.8363388079126963,0.44699914188,0.12071121826171875,0.1100006103515625
6,2021-01-07,2.6248063165665614,0.4046802728,0.12256781005859375,0.12071121826171875
7,2021-01-08,2.526740037326568,0.44334826666,0.12241971435546875,0.12256781005859375
8,2021-01-09,2.766810131697621,0.33233105361,0.12810772705078124,0.12241971435546875
9,2021-01-10,2.475204990053028,0.40616938053,0.12622467041015625,0.12810772705078124
10,2021-01-11,2.521939216091334,0.607336303,0.10901453857421875,0.12622467041015625
11,2021-01-12,2.70155854977643,0.37494601692,0.10434345703125,0.10901453857421875
12,2021-01-13,2.505020154583974,0.30109792795,0.11307393798828125,0.10434345703125
13,2021-01-14,2.7431575221920963,0.33410915929,0.12184530029296875,0.11307393798828125
14,2021-01-15,2.597822094132887,0.3597203931,0.11718345947265625,0.12184530029296875
15,2021-01-16,2.3449463990715205,0.32319240157,0.123353759765625,0.11718345947265625
16,2021-01-17,2.769222935804516,0.29258032819,0.12301722412109375,0.123353759765625
17,2021-01-18,2.556026572601888,0.2581745556,0.1257279541015625,0.12301722412109375
18,2021-01-19,2.549876103925494,0.4719593519,0.13772958984375,0.1257279541015625
19,2021-01-20,3.168990753694956,0.46784030909,0.13822740478515624,0.13772958984375
20,2021-01-21,2.933776718373112,0.45932464754,0.11215709228515625,0.13822740478515624
21,2021-01-22,2.6463068035875708,0.43918338506,0.123651220703125,0.11215709228515625
22,2021-01-23,2.58327778599732,0.27253895441,0.12309906005859375,0.123651220703125
23,2021-01-24,2.5172324481194086,0.36418163554,0.1391609375,0.12309906005859375
24,2021-01-25,1.6664237156428898,0.43565777745,0.1324414794921875,0.1391609375
25,2021-01-26,3.577322603731628,0.4157291775,0.135705810546875,0.1324414794921875
26,2021-01-27,2.526358421891928,0.3939441699,0.12531871337890624,0.135705810546875
